Date,AC.MX,ALFAA.MX,ALSEA.MX,AMXL.MX,ASURB.MX,BBAJIOO.MX,BIMBOA.MX,BOLSAA.MX,CEMEXCPO.MX,CUERVO.MX,ELEKTRA.MX,FEMSAUBD.MX,GAPB.MX,GCARSOA1.MX,GCC.MX,GFINBURO.MX,GFNORTEO.MX,GMEXICOB.MX,GRUMAB.MX,KIMBERA.MX,KOFUBL.MX,LIVEPOLC-1.MX,MEGACPO.MX,MXN.MX,OMAB.MX,ORBIA.MX,PE&OLES.MX,PINFRA.MX,Q.MX,TLEVISACPO.MX,VESTA.MX,WALMEX.MX
2022-09-20,137.95008850097656,13.289999961853027,38.279998779296875,17.489999771118164,431.6600036621094,50.279998779296875,72.42475891113281,35.630001068115234,7.130000114440918,40.20000076293945,1051.6400146484375,127.87999725341797,269.4024963378906,75.91093444824219,116.7699966430664,33.400001525878906,130.14431762695312,76.07658386230469,213.61000061035156,26.538698196411133,125.23999786376953,90.6128921508789,44.41999816894531,,143.75,38.30609893798828,192.91000366210938,132.80593872070312,85.97000122070312,24.34000015258789,39.630001068115234,75.35954284667969
2022-09-21,135.99620056152344,13.289999961853027,38.29999923706055,16.949119567871094,426.6499938964844,49.95000076293945,73.04012298583984,34.939998626708984,7.190000057220459,39.65999984741211,1051.8900146484375,126.87999725341797,266.8890686035156,75.90098571777344,115.54000091552734,34.58000183105469,131.0094451904297,73.62057495117188,218.02999877929688,26.295581817626953,121.62999725341797,90.43426513671875,44.43000030517578,,141.52000427246094,38.70439529418945,198.4600067138672,131.8102264404297,86.5,23.479999542236328,39.689998626708984,75.43876647949219
2022-09-22,137.13514709472656,13.220000267028809,36.540000915527344,16.949119567871094,419.9200134277344,49.54999923706055,74.61824798583984,34.16999816894531,7.050000190734863,38.790000915527344,1050.43994140625,126.70999908447266,258.7622985839844,74.09169006347656,117.75,33.209999084472656,129.05810546875,71.18438720703125,212.89999389648438,25.41063117980957,121.04000091552734,90.91060638427734,43.34000015258789,,139.9499969482422,37.26057052612305,190.39999389648438,130.39178466796875,84.77999877929688,23.209999084472656,38.650001525878906,74.00287628173828
2022-09-23,136.74241638183594,13.069999694824219,36.34000015258789,16.85373878479004,405.75,48.959999084472656,71.84909057617188,34.060001373291016,6.96999979019165,38.06999969482422,1050.18994140625,124.16000366210938,249.751220703125,72.03386688232422,114.75,33.11000061035156,126.24163055419922,67.97573852539062,208.52999877929688,25.809345245361328,116.9800033569336,89.38236236572266,42.97999954223633,,134.4600067138672,36.095558166503906,182.32000732421875,131.88536071777344,83.33000183105469,22.940000534057617,37.75,72.6065902709961
2022-09-26,137.1645965576172,12.789999961853027,35.060001373291016,16.739282608032227,394.510009765625,49.349998474121094,70.96574401855469,33.130001068115234,6.75,36.58000183105469,1018.0599975585938,122.26000213623047,242.08056640625,70.69180297851562,115.4800033569336,31.739999771118164,125.1169662475586,68.33226013183594,207.67999267578125,25.342559814453125,115.16999816894531,87.32817077636719,42.560001373291016,,133.82000732421875,35.40849685668945,173.88999938964844,130.6829833984375,82.0,22.010000228881836,37.54999923706055,71.79457092285156
2022-09-27,137.65553283691406,12.720000267028809,35.66999816894531,16.92050552368164,407.9700012207031,48.91999816894531,72.96073150634766,33.369998931884766,6.71999979019165,35.9900016784668,1020.0,124.08999633789062,250.97996520996094,70.59239196777344,116.52999877929688,32.25,124.06919860839844,68.72838592529297,215.91000366210938,25.79962158203125,116.08000183105469,86.9510726928711,42.029998779296875,,134.32000732421875,34.47249984741211,170.10000610351562,129.73423767089844,82.08000183105469,22.3700008392334,37.599998474121094,71.943115234375
2022-09-28,139.52105712890625,12.630000114440918,35.88999938964844,17.04450035095215,405.7900085449219,50.369998931884766,72.95079803466797,34.150001525878906,6.829999923706055,36.59000015258789,1041.719970703125,125.16999816894531,252.45079040527344,72.56074523925781,118.56999969482422,32.529998779296875,127.3470687866211,68.82742309570312,211.4600067138672,25.809345245361328,115.98999786376953,87.27854919433594,41.650001525878906,,134.58999633789062,35.47819900512695,174.89999389648438,131.2935791015625,83.61000061035156,22.899999618530273,37.5,71.69554901123047
2022-09-29,141.0821990966797,12.640000343322754,35.41999816894531,17.049999237060547,401.1099853515625,50.189998626708984,72.19647979736328,34.15999984741211,6.900000095367432,35.540000915527344,1051.489990234375,123.7300033569336,247.57289123535156,74.0419921875,119.91000366210938,32.36000061035156,124.00190734863281,68.33226013183594,205.02000427246094,25.91631507873535,117.30000305175781,88.11213684082031,41.40999984741211,,129.3699951171875,34.60194778442383,184.8800048828125,132.62744140625,83.76000213623047,22.56999969482422,38.0,72.26990509033203
2022-09-30,142.37823486328125,12.800000190734863,36.150001525878906,16.59000015258789,396.0,50.9900016784668,70.24119567871094,33.79999923706055,6.960000038146973,35.529998779296875,1023.9600219726562,126.31999969482422,237.37953186035156,73.73381042480469,119.37000274658203,31.969999313354492,124.01151275634766,67.36174011230469,191.77999877929688,26.02328872680664,117.36000061035156,87.35794067382812,40.56999969482422,,126.69000244140625,33.75556945800781,194.6300048828125,128.70094299316406,83.16999816894531,21.729999542236328,37.58000183105469,70.04179382324219
2022-10-03,142.49606323242188,12.949999809265137,36.4900016784668,16.940000534057617,409.9100036621094,52.189998626708984,71.19403076171875,34.25,7.0,35.45000076293945,1014.9299926757812,128.39999389648438,250.57968139648438,75.25480651855469,119.27999877929688,33.189998626708984,126.64535522460938,72.57083892822266,191.6999969482422,25.877418518066406,121.0,87.76480865478516,40.04999923706055,,130.5500030517578,33.875057220458984,206.52000427246094,129.28335571289062,81.18000030517578,21.829999923706055,37.310001373291016,70.7547836303711
2022-10-04,140.5618133544922,12.720000267028809,36.540000915527344,17.020000457763672,417.7099914550781,53.220001220703125,71.14440155029297,35.06999969482422,7.46999979019165,35.970001220703125,1015.2100219726562,130.61000061035156,253.39102172851562,74.14140319824219,124.45999908447266,34.599998474121094,127.83731842041016,73.90777587890625,199.36000061035156,25.76877212524414,121.75,90.00755310058594,41.66999816894531,,133.52999877929688,33.98459243774414,221.38999938964844,129.42425537109375,81.20999908447266,22.690000534057617,37.689998626708984,71.10138702392578
2022-10-05,139.6388702392578,12.289999961853027,36.97999954223633,16.600000381469727,415.7200012207031,53.7400016784668,71.7200698852539,35.11000061035156,7.300000190734863,36.88999938964844,1011.4400024414062,127.94000244140625,255.83926391601562,74.53904724121094,124.11000061035156,33.90999984741211,127.77963256835938,72.63025665283203,197.60000610351562,26.08483123779297,123.41000366210938,88.84648895263672,41.560001373291016,,131.99000549316406,32.77974319458008,220.27000427246094,124.21082305908203,81.69999694824219,22.360000610351562,37.31999969482422,71.91340637207031
2022-10-06,140.6207275390625,12.59000015258789,36.81999969482422,16.469999313354492,420.67999267578125,54.060001373291016,70.50918579101562,34.88999938964844,7.289999961853027,36.650001525878906,1014.1900024414062,130.80999755859375,263.3516540527344,75.4536361694336,128.0,35.400001525878906,132.87428283691406,71.40225982666016,200.0,26.54904556274414,122.12000274658203,90.4441909790039,42.54999923706055,,131.6999969482422,33.98459243774414,234.0399932861328,123.7975082397461,81.5,21.6299991607666,37.5,72.55707550048828
2022-10-07,141.65167236328125,12.289999961853027,36.16999816894531,16.399999618530273,416.6700134277344,55.349998474121094,72.3453598022461,34.41999816894531,7.119999885559082,36.75,1010.0,127.5999984741211,259.1160583496094,74.58875274658203,123.33000183105469,34.81999969482422,135.53697204589844,68.07477569580078,202.5,25.808279037475586,120.56999969482422,91.32740020751953,41.560001373291016,,134.0,32.9091911315918,221.08999633789062,124.30476379394531,79.87000274658203,21.229999542236328,37.66999816894531,71.2994384765625
2022-10-10,139.51123046875,12.199999809265137,34.93000030517578,16.469999313354492,413.3699951171875,55.439998626708984,69.88389587402344,34.11000061035156,6.889999866485596,35.77000045776367,1000.8900146484375,125.36000061035156,257.43115234375,73.19698333740234,123.75,34.7599983215332,134.90252685546875,65.7871322631836,200.0,25.877418518066406,119.7300033569336,88.51900482177734,40.400001525878906,,136.3300018310547,32.42127990722656,220.25,124.4832534790039,83.19000244140625,21.270000457763672,37.220001220703125,72.03223419189453
2022-10-11,138.1366424560547,12.369999885559082,35.599998474121094,16.809999465942383,409.6499938964844,55.11000061035156,71.46200561523438,34.81999969482422,6.829999923706055,36.790000915527344,1004.989990234375,127.0,257.3938903808594,73.31627655029297,123.26000213623047,33.97999954223633,137.8535919189453,66.93589782714844,200.0,26.094709396362305,119.30999755859375,88.38999938964844,41.58000183105469,,135.82000732421875,32.99880599975586,222.50999450683594,124.68990325927734,83.77999877929688,21.270000457763672,37.70000076293945,72.77494049072266
